Id,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
205,F,0.4400,0.3400,0.1400,0.4820,0.1860,0.1085,0.1600,9
1682,I,0.6200,0.4900,0.1600,1.0660,0.4460,0.2460,0.3050,11
3440,I,0.4650,0.3700,0.1000,0.5055,0.2340,0.1100,0.1400,7
1516,M,0.6600,0.5050,0.1650,1.3740,0.5890,0.3510,0.3450,10
2966,M,0.6700,0.5400,0.1750,1.4820,0.7390,0.2925,0.3650,10
2395,I,0.6100,0.4750,0.1700,1.0385,0.4435,0.2410,0.3200,14
658,I,0.5800,0.4900,0.1950,1.3165,0.5305,0.2540,0.4100,18
4007,F,0.5850,0.4600,0.1500,1.0035,0.5030,0.2105,0.2515,11
2291,M,0.4750,0.3750,0.1200,0.5630,0.2525,0.1205,0.1850,10
2551,I,0.2950,0.2200,0.0700,0.1260,0.0515,0.0275,0.0350,6
89,F,0.5750,0.4500,0.1600,0.9775,0.3135,0.2310,0.3300,12
644,M,0.4500,0.3400,0.1300,0.3715,0.1605,0.0795,0.1050,9
760,M,0.5850,0.4050,0.1500,1.2565,0.4350,0.2020,0.3250,15
1050,F,0.7150,0.5250,0.1850,1.5600,0.6655,0.3830,0.4050,11
2225,M,0.5900,0.4750,0.1550,0.8570,0.3560,0.1740,0.2800,13
823,I,0.3850,0.2900,0.0950,0.3120,0.1430,0.0635,0.0860,6
1234,I,0.3750,0.2900,0.0950,0.2130,0.0960,0.0410,0.0610,5
1893,I,0.5650,0.4600,0.1550,0.8715,0.3755,0.2150,0.2500,10
4024,I,0.3300,0.2450,0.0650,0.1445,0.0580,0.0320,0.0505,6
1520,M,0.6700,0.5000,0.1900,1.5190,0.6160,0.3880,0.4150,10
4115,F,0.6050,0.4650,0.1550,1.1000,0.5470,0.2665,0.2585,10
3329,F,0.5450,0.4350,0.1500,0.6855,0.2905,0.1450,0.2250,10
143,M,0.5600,0.4550,0.1550,0.7970,0.3400,0.1900,0.2425,11
785,M,0.5500,0.4150,0.1750,1.0420,0.3295,0.2325,0.2905,15
2050,M,0.4500,0.3500,0.1300,0.4655,0.2075,0.1045,0.1350,8
3354,F,0.4550,0.3600,0.1100,0.4385,0.2060,0.0980,0.1250,10
1864,I,0.5200,0.3950,0.1250,0.5805,0.2445,0.1460,0.1650,9
2156,M,0.6100,0.5000,0.1650,1.2715,0.4915,0.1850,0.4900,12
2613,F,0.6350,0.4950,0.1950,1.2970,0.5560,0.2985,0.3700,11
3074,M,0.6750,0.5200,0.1450,1.3645,0.5570,0.3405,0.3850,11
171,F,0.5300,0.3950,0.1450,0.7750,0.3080,0.1690,0.2550,7
412,F,0.5800,0.4600,0.1200,0.9935,0.4625,0.2385,0.2800,11
2585,F,0.5500,0.4250,0.1250,0.9640,0.5475,0.1590,0.2150,8
416,F,0.6300,0.5000,0.1700,1.3135,0.5595,0.2670,0.4000,20
2686,M,0.6300,0.5050,0.1500,1.3165,0.6325,0.2465,0.3700,11
1294,I,0.5200,0.3950,0.1250,0.6630,0.3005,0.1310,0.1905,9
2986,M,0.5350,0.4050,0.1750,1.2705,0.5480,0.3265,0.3370,13
3775,M,0.5800,0.4500,0.1550,0.8275,0.3210,0.1975,0.2445,8
364,F,0.6200,0.5000,0.1750,1.1860,0.4985,0.3015,0.3500,12
2398,I,0.5000,0.3850,0.1550,0.7620,0.3795,0.1610,0.1900,14
2983,F,0.5250,0.4100,0.1350,0.7905,0.4065,0.1980,0.1770,8
740,M,0.5300,0.4400,0.2050,0.8350,0.3200,0.2175,0.2450,14
73,M,0.5700,0.4800,0.1750,1.1850,0.4740,0.2610,0.3800,11
3342,M,0.4300,0.3300,0.0950,0.3400,0.1315,0.0850,0.1120,14
3864,I,0.3200,0.2350,0.0650,0.1385,0.0580,0.0225,0.0500,5
1265,I,0.4600,0.3600,0.1050,0.4660,0.2225,0.0990,0.1100,7
2208,F,0.6250,0.5250,0.2150,1.5765,0.5115,0.2595,0.6650,16
2360,F,0.5450,0.4400,0.1750,0.7745,0.2985,0.1875,0.2650,11
1988,I,0.2100,0.1500,0.0550,0.0465,0.0170,0.0120,0.0150,5
3724,F,0.4850,0.3650,0.1500,0.9145,0.4145,0.1990,0.2730,7
2426,I,0.5650,0.4350,0.1550,0.7820,0.2715,0.1680,0.2850,14
2670,M,0.5900,0.4600,0.1400,1.0040,0.4960,0.2165,0.2600,9
1492,F,0.6100,0.4850,0.1700,1.1005,0.5125,0.2290,0.3050,11
2202,M,0.5700,0.4050,0.1600,0.9245,0.3445,0.2185,0.2950,19
1216,I,0.3100,0.2250,0.0700,0.1055,0.4350,0.0150,0.0400,5
3462,F,0.6250,0.4700,0.1700,1.2550,0.5250,0.2415,0.4050,10
2099,F,0.4000,0.3100,0.1150,0.3465,0.1475,0.0695,0.1150,10
3941,F,0.5400,0.4400,0.1600,1.0905,0.3910,0.2295,0.3550,15
1998,I,0.3500,0.2350,0.0800,0.1700,0.0725,0.0465,0.0495,7
3963,I,0.2700,0.2050,0.0750,0.1180,0.0590,0.0310,0.0305,4
2356,M,0.5750,0.4700,0.1500,1.1415,0.4515,0.2040,0.4000,13
631,F,0.4300,0.3400,0.1200,0.3910,0.1555,0.0950,0.1405,7
3270,F,0.6250,0.4750,0.1300,0.8595,0.3195,0.1775,0.2400,13
4005,F,0.5550,0.4300,0.1400,0.7545,0.3525,0.1835,0.2015,9
3338,F,0.6850,0.5250,0.1750,1.7100,0.5415,0.3090,0.5800,16
1080,M,0.4300,0.3350,0.1200,0.3970,0.1985,0.0865,0.1035,7
1405,M,0.6550,0.5350,0.2050,1.6445,0.7305,0.3595,0.4600,13
632,M,0.4600,0.3650,0.1250,0.4670,0.1895,0.0945,0.1580,10
1456,I,0.4750,0.3650,0.1150,0.4590,0.2175,0.0930,0.1165,7
2035,M,0.6600,0.5150,0.1950,1.5655,0.7345,0.3530,0.3860,9
2623,F,0.7050,0.5600,0.2050,2.3810,0.9915,0.5005,0.6240,10
1851,I,0.4850,0.3700,0.1150,0.4570,0.1885,0.0965,0.1500,9
3538,M,0.4350,0.3350,0.1100,0.4385,0.2075,0.0715,0.1315,7
1802,F,0.6100,0.4750,0.1500,1.1135,0.5195,0.2575,0.3005,11
2229,M,0.3700,0.2800,0.0950,0.2225,0.0805,0.0510,0.0750,7
178,I,0.2250,0.1600,0.0450,0.0465,0.0250,0.0150,0.0150,4
498,F,0.6150,0.5250,0.1550,1.0385,0.4270,0.2315,0.3450,11
3876,M,0.5450,0.4500,0.1600,0.8615,0.2925,0.1545,0.3650,16
484,M,0.6300,0.4800,0.1450,1.0115,0.4235,0.2370,0.3050,12
3095,M,0.5300,0.4150,0.1200,0.7060,0.3355,0.1635,0.1345,9
3376,I,0.3100,0.2350,0.0900,0.1270,0.0480,0.0310,0.0400,6
2246,F,0.3800,0.3250,0.1100,0.3105,0.1200,0.0740,0.1050,10
2752,M,0.5150,0.4100,0.1400,0.7355,0.3065,0.1370,0.2000,7
3951,F,0.4650,0.3900,0.1100,0.6355,0.1815,0.1570,0.2250,13
877,F,0.6350,0.5000,0.1500,1.3760,0.6495,0.3610,0.3100,10
1166,F,0.6150,0.4750,0.1550,1.0270,0.4470,0.2500,0.2850,9
1689,M,0.6250,0.4750,0.1600,1.0845,0.5005,0.2355,0.3105,10
1340,M,0.5850,0.4650,0.1550,0.9145,0.4555,0.1965,0.2350,9
273,M,0.6300,0.5050,0.2250,1.5250,0.5600,0.3335,0.4500,15
3937,M,0.5300,0.4250,0.1100,0.7390,0.2370,0.1610,0.2950,13
759,M,0.5700,0.4300,0.1200,1.0615,0.3480,0.1670,0.3100,15
2218,M,0.4950,0.3900,0.1500,0.8530,0.3285,0.1890,0.2700,14
1597,I,0.5300,0.4300,0.1350,0.6255,0.2450,0.1455,0.2135,10
1356,F,0.6000,0.4550,0.1450,0.8895,0.4190,0.1715,0.2690,10
3663,I,0.5500,0.4000,0.1350,0.7170,0.3315,0.1495,0.2210,9
1598,I,0.5300,0.4000,0.1450,0.5550,0.1935,0.1305,0.1950,9
992,F,0.5800,0.4600,0.1800,1.0515,0.4095,0.2595,0.2760,8
2093,F,0.5050,0.3850,0.1150,0.6160,0.2430,0.1075,0.2100,11
2515,F,0.4700,0.3750,0.1200,0.6015,0.2765,0.1455,0.1350,8
2841,M,0.5950,0.4350,0.1600,1.0570,0.4255,0.2240,0.3100,9
3164,F,0.6400,0.4750,0.1900,1.1510,0.4365,0.2810,0.3805,13
1843,I,0.4350,0.3300,0.1050,0.3350,0.1560,0.0555,0.1050,8
3476,I,0.4000,0.2900,0.1000,0.2580,0.1040,0.0590,0.0815,7
1466,M,0.5150,0.4250,0.1450,0.9365,0.4970,0.1810,0.2185,8
319,I,0.3300,0.2550,0.0950,0.1720,0.0660,0.0255,0.0600,6
184,F,0.6450,0.5100,0.2000,1.5675,0.6210,0.3670,0.4600,12
2973,M,0.7350,0.5900,0.2050,2.0870,0.9090,0.4740,0.6250,12
2935,M,0.6200,0.4750,0.1950,1.3585,0.5935,0.3365,0.3745,10
2913,M,0.5900,0.5000,0.1500,1.1420,0.4850,0.2650,0.3450,9
3692,M,0.6500,0.5200,0.1700,1.3655,0.6155,0.2885,0.3600,11
2028,F,0.5700,0.4350,0.1500,0.8295,0.3875,0.1560,0.2450,10
839,I,0.4850,0.3550,0.1050,0.4980,0.2175,0.0960,0.1525,9
3570,M,0.5800,0.4700,0.1650,1.0410,0.5400,0.1660,0.2790,9
539,F,0.3750,0.2900,0.1150,0.2705,0.0930,0.0660,0.0885,10
1154,M,0.6000,0.4550,0.1700,1.1915,0.6960,0.2395,0.2400,8
801,M,0.4500,0.3350,0.1250,0.3490,0.1190,0.1055,0.1150,10
2245,M,0.4600,0.3750,0.1400,0.5105,0.1920,0.1045,0.2050,9
2747,I,0.4900,0.3650,0.1250,0.5585,0.2520,0.1260,0.1615,10
1135,I,0.5700,0.4400,0.1500,0.7550,0.3425,0.1600,0.2240,8
210,F,0.4900,0.3650,0.1450,0.6345,0.1995,0.1625,0.2200,10
3174,M,0.4500,0.3550,0.1200,0.3955,0.1470,0.0765,0.1450,9
2512,M,0.4650,0.3750,0.1100,0.5000,0.2100,0.1130,0.1505,8
65,M,0.4750,0.3550,0.1200,0.4800,0.2340,0.1015,0.1350,8
863,F,0.6000,0.4750,0.1550,1.2100,0.6530,0.1695,0.3205,10
3131,M,0.6750,0.5050,0.1600,1.5320,0.7400,0.3570,0.3815,11
2892,M,0.5300,0.4050,0.1500,0.8315,0.3520,0.1870,0.2525,10
4121,I,0.4550,0.3500,0.1300,0.4725,0.2150,0.0745,0.1500,9
1132,F,0.5650,0.4500,0.1750,1.0095,0.4470,0.2375,0.2645,9
3214,F,0.5700,0.4950,0.1600,1.0915,0.4520,0.2750,0.3150,14
1026,M,0.6450,0.5200,0.1750,1.5610,0.7090,0.3555,0.4000,8
2328,F,0.5250,0.4250,0.1450,0.7995,0.3345,0.2090,0.2400,15
341,F,0.6200,0.5100,0.2050,1.3475,0.4775,0.2565,0.4800,14
3253,I,0.4300,0.3500,0.1050,0.3660,0.1705,0.0855,0.1100,6
875,M,0.6300,0.5050,0.1650,1.2600,0.4525,0.2755,0.4060,14
1506,F,0.6400,0.5150,0.2050,1.5335,0.6635,0.3345,0.4025,9
372,F,0.6800,0.5800,0.2000,1.7870,0.5850,0.4530,0.6000,19
2624,M,0.7650,0.5850,0.1800,2.3980,1.1280,0.5120,0.5335,12
2259,F,0.5900,0.4650,0.1600,1.1005,0.5060,0.2525,0.2950,13
2568,I,0.4600,0.3450,0.1200,0.4155,0.1980,0.0885,0.1070,7
889,F,0.6850,0.5400,0.1600,1.6675,0.8330,0.3775,0.4750,11
3683,M,0.6200,0.5250,0.1550,1.0850,0.4540,0.1965,0.3500,10
3029,I,0.5200,0.4100,0.1400,0.6625,0.2775,0.1555,0.1960,11
3183,M,0.5650,0.4400,0.1150,0.9185,0.4040,0.1785,0.2900,11
1325,F,0.5650,0.4500,0.1450,0.8495,0.4215,0.1685,0.2250,8
2402,I,0.4400,0.3550,0.1650,0.4350,0.1590,0.1050,0.1400,16
3676,F,0.6000,0.5000,0.1600,1.1220,0.5095,0.2560,0.3090,10
96,M,0.5350,0.4350,0.1500,0.7250,0.2690,0.1385,0.2500,9
2802,M,0.6500,0.5200,0.1550,1.3680,0.6185,0.2880,0.3650,9
2637,I,0.4400,0.3350,0.1150,0.4215,0.1730,0.0765,0.1130,7
2877,I,0.4600,0.3600,0.1400,0.4470,0.1610,0.0870,0.1600,9
3923,M,0.3950,0.2800,0.0800,0.2660,0.0995,0.0660,0.0900,12
129,M,0.7100,0.5400,0.1650,1.9590,0.7665,0.2610,0.7800,18
2561,I,0.4400,0.3450,0.1150,0.5450,0.2690,0.1110,0.1305,6
2119,I,0.4550,0.3700,0.1250,0.4330,0.2010,0.1265,0.1450,9
1635,I,0.5750,0.4500,0.1250,0.7800,0.3275,0.1880,0.2350,9
1985,M,0.7600,0.6050,0.2150,2.1730,0.8010,0.4915,0.6460,13
4111,I,0.5150,0.4000,0.1400,0.7165,0.3495,0.1595,0.1785,8
2816,I,0.3250,0.2400,0.0750,0.1525,0.0720,0.0645,0.0430,6
3390,M,0.5600,0.4400,0.1600,1.1115,0.5035,0.2785,0.2600,10
3557,I,0.5400,0.4100,0.1350,0.7025,0.3100,0.1770,0.2000,8
370,F,0.6500,0.5450,0.1650,1.5660,0.6645,0.3455,0.4150,16
1788,F,0.5450,0.4150,0.2000,1.3580,0.5670,0.3180,0.4030,10
2504,I,0.3100,0.2400,0.1050,0.2885,0.1180,0.0650,0.0830,6
2116,I,0.3100,0.2250,0.0500,0.1445,0.0675,0.0385,0.0450,6
1820,F,0.7050,0.5450,0.1800,1.5395,0.6075,0.3675,0.4645,13
994,F,0.5800,0.4500,0.1450,1.1370,0.5585,0.2200,0.2900,8
881,M,0.6550,0.5200,0.1650,1.4095,0.5860,0.2910,0.4050,9
737,F,0.5200,0.4050,0.1250,0.6435,0.2415,0.1735,0.2100,12
231,M,0.5650,0.4400,0.1750,0.9025,0.3100,0.1930,0.3250,14
377,F,0.5850,0.4500,0.1600,1.0770,0.4995,0.2875,0.2500,10
3459,M,0.6150,0.5050,0.1900,1.4030,0.6715,0.2925,0.3650,8
3580,F,0.6200,0.4800,0.1650,1.0430,0.4835,0.2210,0.3100,10
432,M,0.5650,0.4550,0.1700,0.9065,0.3420,0.1560,0.3200,18
1361,F,0.6050,0.4750,0.1750,1.0760,0.4630,0.2195,0.3350,9
3072,F,0.6600,0.5300,0.1800,1.5175,0.7765,0.3020,0.4010,10
1378,F,0.6200,0.5000,0.1500,1.2930,0.5960,0.3135,0.3540,10
1591,M,0.5250,0.4150,0.1450,0.8450,0.3525,0.1635,0.2875,8
1143,M,0.5750,0.4450,0.1450,0.8470,0.4150,0.1945,0.2200,9
2643,I,0.4850,0.3750,0.1300,0.5535,0.2660,0.1120,0.1570,8
172,M,0.5250,0.4350,0.1550,1.0650,0.4860,0.2330,0.2850,8
1876,I,0.5400,0.3950,0.1350,0.6555,0.2705,0.1550,0.1920,9
2654,F,0.5450,0.4300,0.1400,0.8320,0.4355,0.1700,0.2010,9
814,I,0.3150,0.2400,0.0850,0.1715,0.0710,0.0345,0.0535,7
4173,M,0.5900,0.4400,0.1350,0.9660,0.4390,0.2145,0.2605,10
2266,F,0.6350,0.5100,0.1750,1.2125,0.5735,0.2610,0.3600,14
948,F,0.4750,0.3600,0.1200,0.5915,0.3245,0.1100,0.1270,6
16,I,0.3550,0.2800,0.0850,0.2905,0.0950,0.0395,0.1150,7
2026,F,0.5600,0.4100,0.1600,0.8215,0.3420,0.1840,0.2530,9
2020,M,0.5150,0.4000,0.1400,0.6335,0.2880,0.1450,0.1680,9
3233,F,0.6100,0.4800,0.1900,1.2955,0.5215,0.3225,0.3650,12
367,F,0.5800,0.4550,0.1200,1.0735,0.4790,0.2735,0.2650,10
1406,F,0.6550,0.5200,0.1900,1.4545,0.6000,0.3865,0.3830,10
3821,M,0.5950,0.4600,0.1550,1.0300,0.4275,0.2070,0.3305,10
3976,I,0.4500,0.3500,0.1350,0.4940,0.2205,0.0945,0.1405,7
2808,F,0.7050,0.5400,0.2050,1.7570,0.8265,0.4170,0.4610,9
3018,I,0.4400,0.3200,0.1050,0.3875,0.1755,0.0740,0.1200,9
3609,F,0.5550,0.4050,0.1200,0.9130,0.4585,0.1960,0.2065,9
1848,I,0.4750,0.3400,0.1050,0.4535,0.2030,0.0800,0.1465,9
3256,F,0.5750,0.4800,0.1500,0.8745,0.3750,0.1930,0.2900,12
3261,F,0.6450,0.5200,0.1900,1.3105,0.5800,0.2880,0.3700,12
1935,M,0.6200,0.4850,0.1550,1.0295,0.4250,0.2315,0.3350,12
3122,M,0.5600,0.4200,0.1500,0.8755,0.4400,0.1965,0.2315,8
1624,M,0.5650,0.4400,0.1250,0.8020,0.3595,0.1825,0.2150,9
3397,F,0.4750,0.3750,0.1500,0.5590,0.1955,0.1215,0.1945,12
542,M,0.4200,0.3250,0.1150,0.2885,0.1000,0.0570,0.1135,15
2725,I,0.3950,0.3200,0.1000,0.3075,0.1490,0.0535,0.0900,8
2454,I,0.2750,0.2000,0.0650,0.0920,0.0385,0.0235,0.0270,5
1459,I,0.4850,0.3800,0.1200,0.4725,0.2075,0.1075,0.1470,6
1668,M,0.6100,0.4750,0.1550,0.9830,0.4565,0.2280,0.2660,10
1903,M,0.5750,0.4450,0.1450,0.8760,0.3795,0.1615,0.2700,10
552,I,0.5600,0.4400,0.1650,0.8000,0.3350,0.1735,0.2500,12
362,F,0.6500,0.5250,0.1750,1.4225,0.6100,0.2995,0.4450,20
549,I,0.5550,0.4250,0.1800,0.8750,0.3695,0.2005,0.2550,11
3105,I,0.2900,0.2150,0.0600,0.1115,0.0530,0.0185,0.0320,5
81,M,0.6200,0.5100,0.1750,1.6150,0.5105,0.1920,0.6750,12
1730,M,0.6650,0.5050,0.1600,1.2890,0.6145,0.2530,0.3665,11
3994,I,0.1850,0.1350,0.0450,0.0320,0.0110,0.0065,0.0100,4
355,M,0.7000,0.5800,0.2050,2.1300,0.7415,0.4900,0.5800,20
2083,M,0.6850,0.5500,0.2000,1.7725,0.8130,0.3870,0.4900,11
2449,F,0.3700,0.2850,0.1050,0.2700,0.1125,0.0585,0.0835,9
2690,M,0.6450,0.4800,0.1500,1.1920,0.6055,0.2595,0.2850,9
2979,M,0.4900,0.3550,0.1550,0.9810,0.4650,0.2015,0.2505,8
554,I,0.4850,0.3900,0.1250,0.5910,0.2870,0.1410,0.1200,9
693,M,0.3800,0.2900,0.1200,0.2830,0.1175,0.0655,0.0850,9
3180,F,0.3700,0.2950,0.1000,0.2685,0.1165,0.0560,0.0835,7
649,F,0.4750,0.3600,0.1250,0.4470,0.1695,0.0810,0.1400,9
3458,F,0.6100,0.4700,0.1600,1.0745,0.4925,0.2360,0.2900,8
3534,I,0.4000,0.3150,0.0900,0.3300,0.1510,0.0680,0.0800,6
420,F,0.6700,0.5400,0.1650,1.5015,0.5180,0.3580,0.5050,14
2641,I,0.4750,0.3650,0.1000,0.1315,0.2025,0.0875,0.1230,7
3284,M,0.5650,0.4400,0.1550,0.8680,0.3480,0.2170,0.2600,11
3668,F,0.5850,0.4650,0.1450,0.9855,0.4325,0.2145,0.2845,10
1229,I,0.3650,0.2700,0.0850,0.1875,0.0810,0.0420,0.0580,6
1089,I,0.4500,0.3300,0.1050,0.3715,0.1865,0.0785,0.0975,7
2754,I,0.5250,0.3850,0.1300,0.6070,0.2355,0.1250,0.1950,8
2746,I,0.4850,0.3650,0.1400,0.4475,0.1895,0.0925,0.2305,8
3133,F,0.4850,0.3900,0.1000,0.5565,0.2215,0.1155,0.1850,9
3263,M,0.5650,0.4500,0.1150,0.9085,0.3980,0.1970,0.2900,17
2305,F,0.5500,0.4150,0.1350,0.7750,0.3020,0.1790,0.2600,23
960,M,0.5000,0.4000,0.1250,0.6725,0.3360,0.1200,0.1825,7
1164,M,0.6150,0.4600,0.1700,1.0565,0.4815,0.2720,0.2700,10
371,F,0.6600,0.5650,0.1950,1.7605,0.6920,0.3265,0.5000,16
3782,F,0.6200,0.5000,0.1750,1.1070,0.4895,0.2400,0.3430,11
2942,M,0.6300,0.5300,0.1800,1.2795,0.6180,0.2560,0.3150,9
1575,I,0.4850,0.3750,0.1300,0.6025,0.2935,0.1285,0.1600,7
1484,F,0.5900,0.4650,0.1500,1.1510,0.6130,0.2390,0.2515,9
2548,I,0.2750,0.1950,0.0700,0.0875,0.0345,0.0220,0.0255,4
3820,M,0.5700,0.4400,0.1450,0.8815,0.3605,0.1955,0.2735,10
1858,F,0.5100,0.4000,0.1200,0.7005,0.3470,0.1105,0.1950,10
258,F,0.6350,0.5050,0.1700,1.4150,0.6050,0.2970,0.3650,15
769,F,0.5300,0.4250,0.1700,0.9490,0.3485,0.2395,0.2780,17
2061,F,0.5000,0.3800,0.1400,0.6355,0.2770,0.1430,0.1785,8
3028,I,0.5150,0.3850,0.1250,0.5720,0.2370,0.1435,0.1650,7
2018,M,0.5050,0.3850,0.1150,0.4825,0.2100,0.1035,0.1535,10
3500,M,0.6000,0.4100,0.1450,0.9390,0.4475,0.1960,0.2680,8
114,F,0.5450,0.4100,0.1250,0.6935,0.2975,0.1460,0.2100,11
1816,F,0.6750,0.5300,0.1750,1.4465,0.6775,0.3300,0.3890,10
1594,I,0.5250,0.4000,0.1400,0.6540,0.3050,0.1600,0.1690,7
957,M,0.5000,0.3900,0.1350,0.6595,0.3145,0.1535,0.1565,6
2289,F,0.5800,0.4750,0.1550,0.9740,0.4305,0.2300,0.2850,10
3153,M,0.4250,0.3350,0.1000,0.4085,0.1755,0.0920,0.1350,9
679,F,0.3700,0.2750,0.1000,0.2225,0.0930,0.0260,0.0800,8
2325,F,0.4150,0.3050,0.1050,0.3605,0.1200,0.0820,0.1000,10
56,M,0.4450,0.3500,0.1200,0.4425,0.1920,0.0955,0.1350,8
4079,M,0.5500,0.3850,0.1300,0.7275,0.3430,0.1625,0.1900,8
435,M,0.5000,0.4100,0.1500,0.6620,0.2815,0.1370,0.2200,11
1057,I,0.2250,0.1650,0.0550,0.0590,0.0270,0.0125,0.0150,4
155,M,0.5150,0.4050,0.1300,0.7220,0.3200,0.1310,0.2100,10
3033,M,0.5350,0.4100,0.1200,0.6835,0.3125,0.1655,0.1590,8
1016,M,0.6300,0.4850,0.1550,1.2780,0.6370,0.2750,0.3100,8
60,M,0.4500,0.3450,0.1050,0.4115,0.1800,0.1125,0.1350,7
2077,F,0.6100,0.4300,0.1400,0.9090,0.4380,0.2000,0.2200,8
782,M,0.5150,0.4350,0.1450,0.8815,0.2920,0.2060,0.2550,10
35,M,0.4650,0.3550,0.1050,0.4795,0.2270,0.1240,0.1250,8
3586,I,0.6300,0.4650,0.1500,1.0315,0.4265,0.2400,0.3250,11
1650,I,0.5900,0.4600,0.1450,0.9015,0.4190,0.1785,0.2600,11
1060,I,0.2650,0.1950,0.0550,0.0840,0.0365,0.0175,0.0250,7
358,M,0.7450,0.5850,0.2150,2.4990,0.9265,0.4720,0.7000,17
1123,F,0.5500,0.4150,0.1350,0.8145,0.4270,0.1855,0.1750,8
4138,M,0.6300,0.4900,0.1550,1.2290,0.5350,0.2900,0.3350,11
3598,M,0.7150,0.5200,0.1800,1.6000,0.7080,0.3525,0.4450,12
524,M,0.2350,0.1600,0.0600,0.0545,0.0265,0.0095,0.0150,4
1200,F,0.7200,0.5500,0.2000,1.9965,0.9035,0.4690,0.5215,10
2785,M,0.6000,0.5100,0.1850,1.2850,0.6095,0.2745,0.3150,9
3322,F,0.4800,0.3700,0.1300,0.5885,0.2475,0.1505,0.1595,15
265,F,0.4600,0.3800,0.1300,0.6390,0.3000,0.1525,0.1600,11
1585,I,0.5150,0.3600,0.1250,0.4725,0.1815,0.1250,0.1380,9
1664,I,0.6050,0.4700,0.1450,0.8025,0.3790,0.2265,0.2200,9
1968,M,0.6650,0.5250,0.1800,1.4290,0.6715,0.2900,0.4000,12
1518,M,0.6700,0.5450,0.2000,1.7025,0.8330,0.3740,0.4100,11
2920,M,0.6000,0.4500,0.1950,1.3400,0.6170,0.3255,0.3605,10
3343,F,0.4550,0.3650,0.1100,0.3850,0.1660,0.0460,0.1345,13
3035,I,0.5500,0.4050,0.1500,0.6755,0.3015,0.1465,0.2100,10
2514,I,0.4700,0.3700,0.1100,0.5555,0.2500,0.1150,0.1630,8
336,M,0.6000,0.4750,0.1900,1.0875,0.4030,0.2655,0.3250,14
2596,F,0.6000,0.4600,0.1450,0.9325,0.3985,0.2245,0.2480,8
3700,F,0.6600,0.5300,0.1700,1.4310,0.6220,0.3090,0.3980,10
1156,M,0.6000,0.4650,0.1550,1.0165,0.5120,0.2465,0.2250,10
887,F,0.6750,0.5250,0.1550,1.4785,0.6280,0.3405,0.4200,9
494,M,0.6250,0.5000,0.1950,1.3690,0.5875,0.2185,0.3700,17
580,F,0.6250,0.4900,0.1750,1.2330,0.5565,0.2470,0.3650,11
3931,I,0.5500,0.4400,0.1650,0.8605,0.3120,0.1690,0.3000,17
3027,I,0.5000,0.3800,0.1350,0.5285,0.2260,0.1230,0.2090,8
3238,M,0.6950,0.5300,0.1500,1.4770,0.6375,0.3025,0.4300,14
2479,F,0.5000,0.4400,0.1550,0.7420,0.2025,0.2005,0.2115,14
1189,M,0.6900,0.5300,0.2100,1.5830,0.7355,0.4050,0.3865,12
2652,I,0.5150,0.4000,0.1250,0.5925,0.2650,0.1175,0.1680,9
3484,I,0.4750,0.4200,0.1600,0.7095,0.3500,0.1505,0.1845,8
212,F,0.4150,0.3250,0.1050,0.3800,0.1595,0.0785,0.1200,12
3240,M,0.5550,0.4350,0.1350,0.8580,0.3770,0.1585,0.2900,15
1064,I,0.3000,0.2200,0.0800,0.1255,0.0550,0.0265,0.0390,6
75,F,0.6000,0.4750,0.1500,1.0075,0.4425,0.2210,0.2800,15
3456,F,0.6100,0.4800,0.1600,1.2340,0.5980,0.2380,0.3150,12
1312,F,0.5500,0.4050,0.1250,0.6510,0.2965,0.1370,0.2000,9
1031,M,0.6500,0.4950,0.1600,1.3040,0.5700,0.3120,0.3725,9
3719,I,0.3800,0.2800,0.0950,0.2885,0.1650,0.0435,0.0670,7
247,I,0.3600,0.2750,0.0850,0.1975,0.0745,0.0415,0.0700,9
1595,M,0.5250,0.4000,0.1550,0.7070,0.2820,0.1605,0.2250,9
3984,M,0.6000,0.4650,0.1550,1.2620,0.6245,0.2455,0.3300,10
1500,F,0.6300,0.5000,0.1750,1.1105,0.4670,0.2680,0.3290,10
1919,I,0.6050,0.4900,0.1650,1.0710,0.4820,0.1935,0.3520,10
186,F,0.6300,0.4800,0.1500,1.0525,0.3920,0.3360,0.2850,12
2998,F,0.6350,0.5100,0.1700,1.2235,0.5320,0.2710,0.3540,9
2015,I,0.4750,0.3650,0.1200,0.5185,0.2680,0.1095,0.1365,8
2716,I,0.3400,0.2450,0.0850,0.2015,0.1005,0.0380,0.0530,6
2845,F,0.6200,0.4800,0.1700,1.1045,0.5350,0.2500,0.2870,10
2056,F,0.4750,0.3800,0.1400,0.6890,0.3165,0.1315,0.1955,7
2940,M,0.6250,0.4900,0.1200,0.8765,0.4560,0.1800,0.2330,10
1622,I,0.5650,0.4200,0.1550,0.7430,0.3100,0.1860,0.2310,9
3008,F,0.7500,0.6150,0.2050,2.2635,0.8210,0.4230,0.7260,12
1075,I,0.4100,0.3250,0.1000,0.3245,0.1320,0.0720,0.1060,6
2959,F,0.6600,0.5250,0.1600,1.2770,0.4975,0.3190,0.3940,13
3705,F,0.6700,0.5400,0.2000,1.4600,0.6435,0.3280,0.4165,9
3393,M,0.5750,0.4350,0.1300,1.0105,0.3680,0.2220,0.3200,10
